,Package Name,Duration (Days),Duration (Nights),Cities,Actual Price,Offer Price,Discount (%),Hotel Rating
1935,Top-Ranked Kutch Package From Ahmedabad,2,1,Kutch (2D),13548,12600,7,3
1936,Dalhousie Tour Package From Pathankot,3,2,Dalhousie (3D),17032,15840,7,3
1937,Haridwar Tour Package From Vadodara,5,4,Haridwar (1D)Rishikesh (1D)Mussoorie (1D)Dhanaulti (2D),17119,15749,8,3
1938,Goa Tour Package By Volvo Bus From Hyderabad,4,3,Calangute (4D),13043,12000,8,3
1939,South India: Explore The Gorgeous Terrain,5,4,Munnar (2D)Thekkady (1D)Alleppey (2D),23339,21472,8,3
1940,South India Tour Package From Pune,5,4,Munnar (2D)Thekkady (1D)Alleppey (2D),20202,18788,7,3
1941,East India Tour Package From Bangalore,5,4,Port Blair (3D)Havelock Island (1D)Neil Island (1D),29645,27570,7,4
1942,Explore The Royal Mysore,2,1,Mysore (2D),9279,8722,6,2
1943,South India Tour Package From Mangalore,5,4,Munnar (2D)Thekkady (1D)Alleppey (2D),20421,18787,8,3
1944,Top-Rated South India Temple Tour Packages,3,2,Madurai (1D)Rameswaram (1D)Kanyakumari (1D),20923,19458,7,3
1945,Exploring The Hill Town Of Tirupati,3,2,Chennai (1D)Tirupati (2D),16775,15433,8,2
1946,Best Tirupati Tour Package From Hyderabad For A Spiritual Getaway,3,2,Chennai (1D)Tirupati (2D),20646,18788,9,2
1947,Tirupati Tour Package By Car From Chennai,2,1,Tirupati (2D),15316,14091,8,2
1948,Hyderabad Tour Package From Thrissur,3,2,Hyderabad (3D),14990,14091,6,3
1949,Bodhgaya Tour Package From Patna,3,2,Bodh Gaya (3D),8152,7500,8,3
1950,Wayanad Trip Package For 3 Days From Bangalore,3,2,Wayanad (3D),10638,10000,6,3
1951,Wayanad Tour Package By Car From Mysore,3,2,Wayanad (3D),10638,10000,6,3
1952,Wayanad Honeymoon Package From Chennai,4,3,Wayanad (4D),15053,13999,7,3
1953,Golden Triangle Tour Package From Pune With Airfare,6,5,New Delhi (2D)Agra (1D)Jaipur (3D),51086,46999,8,3
1954,Ooty Tour Package For 2 Days By Bus From Bangalore,2,1,Ooty (2D),23088,21472,7,2
1955,Ooty Tour Package By Volvo Bus From Bangalore,3,2,Ooty (3D),16594,15432,7,2
1956,Goa Tour Package By Volvo Bus From Ahmedabad,4,3,Calangute (4D),13440,12499,7,3
1957,South India Tour Package From Hyderabad,5,4,Munnar (2D)Thekkady (1D)Alleppey (2D),22842,21471,6,3
1958,Himachal Tour Package By Volvo Bus From Delhi,9,8,Shimla (2D)Manali (3D)Dharamshala (1D)Dalhousie (3D),38587,35500,8,3
1959,Golden Triangle Tour Package From Jaipur,6,5,New Delhi (2D)Agra (1D)Jaipur (3D),34408,31999,7,3
1960,Shimla Kullu Manali Tour package By Volvo Bus From Delhi,6,5,Shimla (2D)Manali (4D),18478,17000,8,4
1961,Most-Exclusive North India From Chennai,3,2,Shimla (2D)Chandigarh (1D),9574,9000,6,3
1962,North India Tour Package From Coimbatore,6,5,Shimla (3D)Manali (3D),20108,18499,8,3
1963,North India Tour Package From Madurai,7,6,Shimla (1D)Manali (2D)Dharamshala (1D)Amritsar (3D),21739,20000,8,3
1964,Admire The Spellbinding And Enchanting Beauty Of Munnar,4,3,Munnar (2D)Alleppey (2D),18559,17445,6,3
1965,South India Tour Package From Chennai,4,3,Munnar (2D)Alleppey (2D),18759,17446,7,3
1966,Jaipur Tour Package By Volvo Bus From Delhi,3,2,Jaipur (3D),17204,16000,7,3
1967,Ooty Tour Package From Mumbai With Airfare,5,4,Ooty (2D)Kodaikanal (3D),32608,29999,8,4
1968,Kerala Honeymoon Package From Mumbai With Airfare,4,3,Munnar (2D)Alleppey (2D),24463,22506,8,4
1969,Shimla Kullu Manali Tour Package From Mumbai With Airfare,6,5,Shimla (2D)Manali (4D),29891,27500,8,4
1970,Kullu Manali Tour Package From Mumbai With Flight,4,3,Manali (4D),19892,18500,7,3
1971,Darjeeling Tour Package From Delhi With Flight,6,5,Gangtok (3D)Darjeeling (3D),127081,116915,8,4
1972,Kerala Tour Package From Chennai With Airfare,4,3,Munnar (2D)Alleppey (2D),22016,20255,8,4
1973,Goa Tour Package From Chennai With Airfare,4,3,Goa (4D),34239,31500,8,4
1974,Kerala Tour Package From Hyderabad With Airfare,4,3,Munnar (2D)Alleppey (2D),29967,27570,8,4
1975,Goa Tour Package From Bangalore With Airfare,4,3,Goa (4D),25531,23999,6,3
1976,Port Blair Tour Package From Delhi With Airfare,3,2,Port Blair (3D),74158,68225,8,3
1977,Goa Budget Tour Package From Delhi With Airfare,5,4,Goa (5D),41304,38000,8,4
1978,Ladakh Road Trip Package From Srinagar,11,10,Srinagar (2D)Gulmarg (1D)Pahalgam (1D)Kargil (1D)Leh (4D)Nubra Valley (1D)Pangong (1D),51612,47999,7,3
1979,Kerala Tour Package From Mumbai With Airfare,4,3,Munnar (2D)Alleppey (1D)Cochin (1D),20950,19693,6,4
1980,Manali Tour Package From Ahmedabad With Airfare,4,3,Manali (4D),18617,17500,6,3
1981,Watching The Colorful & Regal Vistas Of South India,7,6,Coorg (2D)Ooty (1D)Bandipur (1D)Coonoor (1D)Mysore (2D),28804,26500,8,4
1982,Honeymoon In Mysore: Amidst The Enticing Nature!,7,6,Coorg (2D)Ooty (2D)Bandipur (1D)Mysore (2D),29670,27000,9,4
1983,Char Dham Yatra Tour Package From Mumbai,11,10,Haridwar (3D)Barkot (2D)Uttarkashi (2D)Sitapur (2D)Kedarnath (1D)Badrinath (1D),50000,46000,8,2
1984,Soulful Char Dham Yatra Tour Package From Chandigarh,11,10,Haridwar (3D)Barkot (2D)Uttarkashi (2D)Sitapur (2D)Kedarnath (1D)Badrinath (1D),37092,34125,8,2
1985,Top-Ranked Char Dham Package From Hyderabad,12,11,Haridwar (3D)Barkot (2D)Uttarkashi (2D)Sitapur (3D)Badrinath (1D)Srinagar Garhwal (1D),41086,37799,8,2
1986,Top-Selling Ladakh Trip From Hyderabad,7,6,Leh (2D)Nubra Valley (1D)Pangong (1D)Kargil (1D)Srinagar (2D),36170,34000,6,3
1987,Manali Honeymoon Package From Chennai,5,4,Manali (5D),22580,20999,7,3
1988,Kullu Manali Tour Package From Pune,5,4,Manali (5D),13315,12250,8,3
1989,A Replenishing Vacation With Kullu Manali Tour Package From Kerala,4,3,Manali (4D),12365,11499,7,2
1990,Kullu Manali Tour Package From Hyderabad,5,4,Manali (5D),18279,16999,7,3
1991,Shimla Tour Package From Delhi,3,2,Shimla (3D),11827,10999,7,3
1992,Valley Of Flowers Tour Package From Delhi,8,7,Haridwar (2D)Ghangaria (3D)Rudraprayag (3D),27391,25200,8,2
1993,Kullu Manali Honeymoon Package From Pune,4,3,Manali (4D),13440,12499,7,3
1994,Shimla Honeymoon Package From Ahmedabad,3,2,Shimla (3D),12903,12000,7,2
1995,Best Rajasthan Tour Package From Surat,9,8,Jaipur (2D)Bikaner (1D)Jaisalmer (2D)Jodhpur (1D)Udaipur (3D),43010,39999,7,4
1996,Popular Manali Package From Raipur,5,4,Manali (5D),26608,24479,8,4
1997,Manali Tour Package From Kozhikode,5,4,Manali (5D),26322,24479,7,4
1998,Shimla Honeymoon Package From Vadodara,4,3,Shimla (4D),22978,21599,6,3
1999,Top-Selling Kashmir Package From Chandigarh,4,3,Srinagar (4D),13030,11988,8,3
2000,Picturesque Shimla Honeymoon Package From Patna,4,3,Shimla (4D),22978,21599,6,3
2001,Kaleidoscopic Shimla Honeymoon Package From Kerala,4,3,Shimla (4D),23225,21599,7,3
2002,Andaman Tour Package From Madurai,5,4,Port Blair (3D)Havelock (1D)Neil Island (1D),21213,19516,8,4
2003,Manali Honeymoon Package From Kerala,5,4,Manali (5D),26608,24479,8,4
2004,Picturesque Shimla Tour Package From Trichy,4,3,Shimla (4D),24774,23040,7,3
2005,Kerala Honeymoon Package From Mysore,4,3,Munnar (2D)Alleppey (2D),14000,13020,7,4
2006,Kerala Tour Package From Surat,4,3,Munnar (2D)Alleppey (2D),12367,11625,6,3
2007,Manali Tour Package From Kerala,5,4,Manali (5D),25043,23040,8,4
2008,Best-Selling Manali Tour Packages From Jaipur,5,4,Manali (5D),25043,23040,8,3
2009,Rajasthan Tour Package From Jaipur,6,5,Jaipur (2D)Pushkar (1D)Ranthambore (3D),21276,19999,6,4
2010,Shimla Honeymoon Package From Madurai,4,3,Shimla (4D),23225,21599,7,3
2011,Best Rajasthan Packages From Nagpur,3,2,Ranthambore (3D),10752,9999,7,3
2012,Rajasthan Tour Package From Indore,4,3,Jodhpur (1D)Jaisalmer (3D),17021,16000,6,4
2013,Andaman Tour Package From Salem,5,4,Port Blair (3D)Havelock (2D),23138,21287,8,3
2014,Exciting Manali Package From Indore,5,4,Manali (5D),25043,23040,8,4
2015,Kerala Tour Package From Rajkot,5,4,Munnar (2D)Thekkady (1D)Alleppey (2D),17081,15715,8,3
2016,Explore The Top-Selling Manali Package From Lucknow,5,4,Manali (5D),25043,23040,8,4
2017,Kerala Tour Package From Madurai,4,3,Munnar (2D)Alleppey (2D),12500,11625,7,4
2018,Best Selling Pondicherry Packages From Mumbai,5,4,Chennai (1D)Mahabalipuram (1D)Pondicherry (3D),21959,20202,8,3
2019,Kerala Tour Package From Mangalore,4,3,Munnar (2D)Alleppey (2D),12367,11625,6,4
2020,Most-Exclusive Manali Tour Package From Bhopal,5,4,Manali (5D),24510,23039,6,4
2021,Pondicherry Mahabalipuram Tour Package From Chennai,3,2,Mahabalipuram (1D)Pondicherry (2D),14482,13468,7,2
2022,Chennai Pondicherry Mahabalipuram Tour Package From Chennai,5,4,Chennai (1D)Mahabalipuram (1D)Pondicherry (3D),27450,25254,8,3
2023,Andaman Honeymoon Package From Kerala,6,5,Port Blair (3D)Havelock (2D)Neil Island (1D),19795,18607,6,3
2024,Best-Selling Andaman Package From Kochi,4,3,Port Blair (3D)Havelock (1D),12180,11449,6,2
2025,Andaman Tour Package From Coimbatore,7,6,Port Blair (4D)Havelock (2D)Neil Island (1D),18319,17037,7,3
2026,Andaman Tour Package From Vadodara,4,3,Port Blair (2D)Havelock (2D),23021,21410,7,3
2027,Blissful Andaman Tour Package From Bhubaneswar,7,6,Havelock (3D)Neil Island (1D)Port Blair (3D),38136,35085,8,4
2028,Andaman Tour Package From Nagpur,4,3,Port Blair (3D)Havelock (1D),22889,21287,7,3
2029,Best Selling Tirupati Package From Mumbai,3,2,Chennai (2D)Tirupati (1D),18233,16774,8,2
2030,South India Tour Package From Vijayawada,4,3,Munnar (2D)Alleppey (1D)Cochin (1D),28138,26168,7,3
2031,Nainital Tour Package By Volvo Bus From Delhi,4,3,Nainital (4D),14266,13125,8,3
2032,Tirupati Tour Package For 1 Day From Chennai,2,1,Tirupati (2D),11669,10735,8,2
2033,Kerala Ayurveda Package,8,7,Athirapally (8D),50000,46000,8,3
2034,Exploring The Hill Town Of Tirupati,3,2,Chennai (1D)Tirupati (2D),16775,15433,8,2
2035,Best Tirupati Tour Package From Hyderabad For A Spiritual Getaway,3,2,Chennai (1D)Tirupati (2D),20646,18788,9,2
2036,Tirupati Tour Package By Car From Chennai,2,1,Tirupati (2D),15316,14091,8,2
2037,Hyderabad Tour Package From Thrissur,3,2,Hyderabad (3D),14990,14091,6,3
2038,Gokarna Tour Package From Pune,2,1,Gokarna (2D),8510,7999,6,3
2039,Gokarna Solo Tour Package,2,1,Gokarna (2D),11170,10500,6,3
2040,Varanasi Tour Package From Hyderabad,6,5,Varanasi (3D)Allahabad (2D)Faizabad (1D),21739,20000,8,3
2041,Varanasi Tour Package From Vijayawada,7,6,Varanasi (4D)Allahabad (1D)Faizabad (1D)Bodh Gaya (1D),32608,29999,8,3
2042,Coorg Wayanad Tour Package From Mysore,6,5,Mysore (1D)Coorg (2D)Wayanad (3D),21195,19499,8,3
2043,Wayanad Tour Package From Mumbai,4,3,Wayanad (4D),12903,12000,7,4
2044,Ooty Tour Package From Mumbai With Airfare,5,4,Ooty (2D)Kodaikanal (3D),32608,29999,8,4
2045,Kerala Honeymoon Package From Mumbai With Airfare,4,3,Munnar (2D)Alleppey (2D),24463,22506,8,4
2046,Shimla Kullu Manali Tour Package From Mumbai With Airfare,6,5,Shimla (2D)Manali (4D),29891,27500,8,4
2047,Kullu Manali Tour Package From Mumbai With Flight,4,3,Manali (4D),19892,18500,7,3
2048,Darjeeling Tour Package From Delhi With Flight,6,5,Gangtok (3D)Darjeeling (3D),127081,116915,8,4
2049,Kerala Tour Package From Chennai With Airfare,4,3,Munnar (2D)Alleppey (2D),22016,20255,8,4
2050,Goa Tour Package From Chennai With Airfare,4,3,Goa (4D),34239,31500,8,4
2051,Kerala Tour Package From Hyderabad With Airfare,4,3,Munnar (2D)Alleppey (2D),29967,27570,8,4
2052,Goa Tour Package From Bangalore With Airfare,4,3,Goa (4D),25531,23999,6,3
2053,Port Blair Tour Package From Delhi With Airfare,3,2,Port Blair (3D),74158,68225,8,3
2054,Goa Tour Package By Volvo Bus From Hyderabad,4,3,Calangute (4D),13043,12000,8,3
2055,South India: Explore The Gorgeous Terrain,5,4,Munnar (2D)Thekkady (1D)Alleppey (2D),23339,21472,8,3
2056,Historical Monuments and Temple Beckon,6,5,Dwarka (2D)Veraval (2D)Junagadh (2D),21739,20000,8,3
2057,Explore The Paradise On Earth,4,3,Dharamshala (4D),15217,14000,8,3
2058,Into the hilly reaches of Himachal,4,3,Dharamshala (3D)Mcleodganj (1D),14130,13000,8,3
2059,Witness the magic of Manali,6,5,Shimla (3D)Manali (3D),20430,19000,7,3
2060,The Dream Like Destinations in India's North,5,4,Dharamshala (2D)Mcleodganj (1D)Chamba (2D),20108,18499,8,3
2061,Within the snowclad scenery,4,3,Kasol (1D)Kheerganga (1D)Tosh (1D)Kullu (1D),17391,16000,8,2
2062,Arunachal Pradesh Tour Package From Mumbai,10,9,Bomdila (1D)Tawang (3D)Dirang (1D)Nameri National Park (2D)Kaziranga (2D)Guwahati (1D),38097,35049,8,3
2063,Rajasthan Rural Tour Package,7,6,Jaipur (2D)Bikaner (1D)Jaisalmer (2D)Jodhpur (2D),23913,22000,8,3
2064,Relish in the multicuisine city with your love,6,5,Leh (4D)Nubra Valley (2D),27419,25500,7,3
2065,Explore Heaven On Earth,5,4,Zuluk (1D)Aritar (2D)Silery Gaon (2D),20652,19000,8,3
2066,Chandigarh Kasauli Tour Package,4,3,Kasauli (2D)Chandigarh (2D),19565,18000,8,3
2067,Bangalore Mysore Coorg Tour Package,4,3,Mysore (1D)Coorg (2D)Bangalore (1D),15217,14000,8,4
2068,Lakshadweep Sports Tour Package,6,5,Agatti (6D),32391,29800,8,2
2069,Mysore Coorg Ooty Kodaikanal Tour Package For 7 Nights 8 Days,8,7,Mysore (1D)Coorg (2D)Ooty (2D)Kodaikanal (3D),30977,28499,8,4
2070,Lakshadweep Honeymoon Package For 5 Nights 6 Days,6,5,Agatti (6D),32043,29800,7,2
2071,Lakshadweep Family Package For 3 Nights 4 Days,4,3,Agatti (4D),26086,23999,8,2
2072,Lakshadweep Tour Package For 3 Nights 4 Days,4,3,Agatti (4D),25806,24000,7,2
2073,Best Selling Mahabaleshwar Honeymoon Packages For A Romantic Honeymoon,4,3,Mahabaleshwar (4D),15714,14300,9,3
2074,Exclusive and Top-Notch Kanyakumari Tour Packages,3,2,Kanyakumari (3D),12535,11407,9,2
2075,Best Selling Deals Of Rameshwaram Tour Package From Delhi,3,2,Rameshwaram (3D),21383,19459,9,4
2076,Mahabaleshwar Panchgani Tour Package From Mumbai,4,3,Mahabaleshwar (4D),15714,14300,9,3
2077,Lonavala Khandala Mahabaleshwar Tour Package From Mumbai,5,4,Mahabaleshwar (2D)Lonavala (3D),30219,27499,9,4
2078,Mesmerising Vizag Honeymoon Package From Kolkata,4,3,Visakhapatnam (4D),21383,19459,9,4
2079,Madurai Rameshwaram Kanyakumari Tour Package from Madurai,6,5,Madurai (1D)Rameshwaram (2D)Kanyakumari (3D),44979,40931,9,4
2080,Araku Valley Tour Package From Vijayawada,5,4,Visakhapatnam (2D)ARAKU (3D),24332,22142,9,3
2081,Best Selling Shirdi Package From Pune For A Rejuvenating Holiday Trip,2,1,Shirdi (2D),6285,5719,9,3
2082,Best Selling Ajanta Ellora Holidays From Bangalore,3,2,Aurangabad (2D)Pune (1D),15164,13799,9,3
2083,Captivating Pondicherry Honeymoon Package From Bangalore,3,2,Pondicherry (3D),18434,16775,9,3
2084,Mahabaleshwar Tour Package From Mumbai,5,4,Mahabaleshwar (2D)Lonavala (3D),19780,18000,9,3
2085,Madurai Rameshwaram Kanyakumari Tour Package from Chennai,6,5,Madurai (1D)Rameshwaram (2D)Kanyakumari (3D),25807,23484,9,3
2086,Hampi Tour Package From Pune,4,3,Hampi (4D),18434,16775,9,3
2087,Enjoy A Memorable Mumbai Tour From Bangalore Comprising Various Perks,3,2,Mumbai (3D),11538,10500,9,3
2088,Madurai Tour Package For 5 Night 6 Days From Bangalore,6,5,Madurai (1D)Rameshwaram (2D)Kanyakumari (3D),24332,22142,9,3
2089,Luxurious Holiday To Rameshwaram Kanyakumari From Bangalore,5,4,Rameshwaram (2D)Kanyakumari (3D),22527,20500,9,4
2090,Best Shimla Kullu Manali Honeymoon Package From Bangalore,7,6,Shimla (2D)Manali (3D)Chandigarh (2D),33230,30239,9,3
2091,Kullu Manali Honeymoon Package From Pune,4,3,Manali (4D),13440,12499,7,3
2092,Shimla Honeymoon Package From Ahmedabad,3,2,Shimla (3D),12903,12000,7,2
2093,Best Selling Packages To Sikkim From Chennai For A Refreshing Holiday,4,3,Gangtok (4D),30471,28033,8,3
2094,Badrinath Tour Package From Kerala,5,4,Haridwar (3D)Joshimath (2D),20322,18899,7,3
2095,Sacred Badrinath Tour Package From Chandigarh,5,4,Haridwar (3D)Joshimath (2D),19193,17849,7,3
2096,Most-Popular Leh Ladakh Package From Mumbai,9,8,Leh (6D)Nubra Valley (1D)Pangong (1D)Tsomoriri (1D),46738,42999,8,3
2097,Heavenly Badrinath Kedarnath Tour Package From Haridwar,8,7,Haridwar (3D)Sitapur (3D)Badrinath (1D)Pipalkoti (1D),28225,26249,7,2
2098,Divine Badrinath Kedarnath Tour Package From Dehradun,8,7,Haridwar (3D)Sitapur (3D)Badrinath (1D)Pipalkoti (1D),27391,25200,8,2
2099,Haridwar Tour Package From Rajkot,5,4,Haridwar (1D)Rishikesh (1D)Mussoorie (3D),19402,17850,8,3
2100,Spiti Valley Tour Package From Jaipur,8,7,Sarahan (1D)Sangla (1D)Chitkul (1D)Nako (1D)Kaza (2D)Chandra Tal (1D)Manali (1D),48616,45213,7,3
2101,Dhanaulti Tour Package From Delhi,3,2,Dhanaulti (3D),9494,8924,6,3
2102,Kausani Honeymoon Package From Kathgodam,3,2,Kausani (3D),9494,8924,6,4
2103,Top-Ranked Chakrata Package From Delhi For A Joyful Vacay,3,2,Chakrata (3D),9032,8400,7,3
2104,Darjeeling Tour Package From Visakhapatnam,6,5,Gangtok (3D)Darjeeling (3D),48737,45325,7,4
2105,Gangtok Tour Package From Guwahati,4,3,Gangtok (4D),28743,26731,7,4
2106,Sikkim Darjeeling Tour Package From Kolkata,6,5,Gangtok (3D)Darjeeling (3D),45127,42419,6,3
2107,Auli Tour Package From Chennai,4,3,Auli (4D),14677,13650,7,3
2108,Auli Tour Package From Kolkata,3,2,Auli (3D),10161,9450,7,2
2109,Manali Tour Package From Bangalore,4,3,Manali (4D),12365,11499,7,2
2110,Manali Honeymoon Package From Bangalore,4,3,Manali (4D),13440,12499,7,3
2111,Beguiling Kerala Tour Package From Guwahati,4,3,Munnar (2D)Alleppey (2D),13420,12346,8,3
2112,Phenomenal Shimla Tour Package From Jabalpur,4,3,Shimla (4D),23478,21600,8,3
2113,Best Kasol Tour Package From Delhi For An Enthralling Experience,5,4,Kasol (2D)Kheerganga (1D)Tosh (2D),25043,23040,8,3
2114,Check Out The Best Deals On Kasol Tour Packages From Ahmedabad,5,4,Kasol (2D)Kheerganga (1D)Tosh (2D),25043,23040,8,3
2115,Mesmerizing Kasol Tour Package From Mumbai,5,4,Kasol (2D)Kheerganga (1D)Tosh (2D),25043,23040,8,3
2116,Wonderful Guwahati Tour Package From Delhi,3,2,Guwahati (3D),17204,16000,7,3
2117,Splendid Kutch Tour Package From Surat,9,8,Kutch (2D)Dwarka (1D)Veraval (1D)Diu (1D)Sasan Gir (1D)Bhavnagar (1D)Ahmedabad (2D),35434,32599,8,3
2118,Best Char Dham Yatra Package From Rishikesh For An Unforgettable Trip,11,10,Haridwar (3D)Barkot (2D)Uttarkashi (2D)Sitapur (2D)Kedarnath (1D)Badrinath (1D),39516,36750,7,2
2119,Best-Selling Badrinath Package From Hyderabad,5,4,Haridwar (3D)Joshimath (1D)Badrinath (1D),15978,14700,8,3
2120,Exciting Mussoorie Tour Package From Lucknow,5,4,Mussoorie (2D)Dhanaulti (1D)Rishikesh (1D)Haridwar (1D),17872,16800,6,3
2121,Most Popular Auli Package From Dehradun,6,5,Mussoorie (2D)Auli (2D)Rishikesh (2D),20543,18900,8,3
2122,Best-Selling Holidays To Kodaikanal From Coimbatore,5,4,Ooty (2D)Kodaikanal (3D),19913,18519,7,3
2123,Best Kedarnath Tour Package From Delhi For An Enthralling Experience,5,4,Haridwar (1D)Sitapur (4D),17119,15749,8,2
2124,Phenomenal Mysore Tour Package From Kerala,3,2,Mysore (3D),10148,9539,6,2
2125,This Leh Ladakh Package Was All You Needed,6,5,Leh (5D)Hunder (1D),34042,31999,6,3
2126,Top-Selling Ladakh Trip From Hyderabad,7,6,Leh (2D)Nubra Valley (1D)Pangong (1D)Kargil (1D)Srinagar (2D),36170,34000,6,3
2127,Kullu Manali Tour Package From Hyderabad,5,4,Manali (5D),18279,16999,7,3
2128,Shimla Tour Package From Delhi,3,2,Shimla (3D),11827,10999,7,3
2129,Valley Of Flowers Tour Package From Delhi,8,7,Haridwar (2D)Ghangaria (3D)Rudraprayag (3D),27391,25200,8,2
2130,Manali Honeymoon Package From Chennai,5,4,Manali (5D),22580,20999,7,3
2131,Walk Hand-in-Hand Into Blissful and Beautiful Kerala,6,5,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D),18195,16739,8,3
2132,A  Splendid Family Trip To Mysore,4,3,Coorg (2D)Mysore (2D),15053,13999,7,3
2133,Witness The Mighty Forts Of Glorious Rajasthan,5,4,Udaipur (2D)Kumbhalgarh (1D)Chittorgarh (2D),24456,22500,8,4
2134,Discover Amazing Kerala On This Grand Tour,6,5,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D),18195,16739,8,4
2135,Gallons of Good Times on this Goa Tour,4,3,Goa (4D),9139,8499,7,3
2136,Himachal: The ideal family getaway in the hills,4,3,Manali (2D)Kasol (2D),14130,13000,8,3
2137,Dive Into The Majestic Beauty Of Munnar,4,3,Munnar (4D),9000,8370,7,3
2138,A trip to Kerala: Coffee in Backwaters,4,3,Munnar (4D),10500,9765,7,3
2139,Gangtok and Darjeeling: a beautiful haven together,7,6,Gangtok (4D)Lachen (1D)Lachung (2D),39443,36288,8,3
2140,Immersive Neemrana Packages From Delhi,2,1,Neemrana (2D),10869,9999,8,4
2141,Coorg: Home of the many wonders around Madikeri,3,2,Coorg (3D),12234,11500,6,3
2142,Unearth the Wonders of Assam & Nagaland,10,9,Guwahati (3D)Kaziranga (2D)Majuli (2D)Touphema  (1D)Kohima (1D)khonoma (1D),37717,34700,8,3
2143,Exploring the amazing lifestyle of Ajmer,6,5,Jaipur (2D)Ajmer (1D)Ranthambore (3D),30434,27999,8,4
2144,A varied journey around Karnataka and Tamil Nadu,6,5,Ooty (2D)Coorg (2D)Mysore (2D),19021,17499,8,4
2145,Explore Munnar Most Popular Hill Station in South India,4,3,Munnar (4D),10869,9999,8,3
2146,Bharatpur Bird Sanctuary Tour Package,7,6,New Delhi (2D)Agra (2D)Jaipur (3D),19565,18000,8,3
2147,A calming time in Coonoor,5,4,Coorg (2D)Ooty (1D)Coonoor (2D),21290,19800,7,4
2148,Pushkar Fair Tour Package,6,5,Jaipur (3D)Pushkar (1D)Ranthambore (2D),19565,18000,8,3
2149,Sikkim: The perfect escape to serenity,6,5,Gangtok (3D)Darjeeling (3D),28806,26502,8,4
2150,Spend your honeymoon in the wonderland - Uttrakhand,4,3,Mussoorie (2D)Rishikesh (2D),15053,13999,7,3
2151,Lakes and Temples: Uttarakhand Stories,6,5,Nainital (3D)Ranikhet (1D)Jim Corbett (2D),23913,22000,8,3
2152,Sightseeing and landscapes: Coorg Adventure Diaries,6,5,Ooty (2D)Mysore (2D)Coorg (2D),17934,16499,8,3
2153,Explore the magnificent beauty of Shimla with your dear ones.,4,3,Shimla (4D),13440,12499,7,4
2154,Holiday with the Mesmerizing Beauty of Coorg,5,4,Coorg (2D)Ooty (3D),16129,15000,7,3
